Date,Open,High,Low,Close,Adj Close,Volume
2019-07-26,21909.000000,21911.000000,21764.000000,21838.000000,21838.000000,394095500
2019-07-29,21784.000000,21865.000000,21709.000000,21709.000000,21709.000000,299188000
2019-07-30,21695.000000,21695.000000,21235.000000,21278.000000,21278.000000,469200300
2019-07-31,21300.000000,21422.000000,21265.000000,21398.000000,21398.000000,369458500
2019-08-01,21307.000000,21606.000000,21303.000000,21567.000000,21567.000000,361628700
2019-08-02,21155.000000,21303.000000,21039.000000,21047.000000,21047.000000,463156900
2019-08-05,20880.000000,20964.000000,20688.000000,20773.000000,20773.000000,414502000
2019-08-06,20814.000000,20915.000000,20632.000000,20632.000000,20632.000000,312209800
2019-08-07,20669.000000,20810.000000,20407.000000,20539.000000,20539.000000,458261200
2019-08-08,20737.000000,20841.000000,20598.000000,20841.000000,20841.000000,345985900
2019-08-09,20505.000000,20584.000000,20296.000000,20324.000000,20324.000000,621898600
2019-08-12,20446.000000,20560.000000,20243.000000,20264.000000,20264.000000,328344800
2019-08-13,20191.000000,20597.000000,20067.000000,20539.000000,20539.000000,506203600
2019-08-14,20525.000000,20525.000000,19936.000000,20020.000000,20020.000000,450629900
2019-08-16,20083.000000,20348.000000,20010.000000,20323.000000,20323.000000,539327500
2019-08-19,20506.000000,20730.000000,20472.000000,20715.000000,20715.000000,354908200
2019-08-20,20673.000000,20718.000000,20452.000000,20485.000000,20485.000000,323170700
2019-08-21,20563.000000,20911.000000,20562.000000,20847.000000,20847.000000,308790900
2019-08-22,20793.000000,21044.000000,20768.000000,20817.000000,20817.000000,342319300
2019-08-23,20963.000000,20965.000000,20474.000000,20474.000000,20474.000000,399795800
2019-08-26,20482.000000,20721.000000,20367.000000,20677.000000,20677.000000,304979300
2019-08-27,20733.000000,21061.000000,20664.000000,20991.000000,20991.000000,396647200
2019-08-28,20983.000000,21013.000000,20831.000000,20991.000000,20991.000000,360705000
2019-08-29,21020.000000,21441.000000,20973.000000,21398.000000,21398.000000,523182500
2019-08-30,21400.000000,21559.000000,21255.000000,21323.000000,21323.000000,402872700
2019-09-02,21390.000000,21567.000000,21389.000000,21452.000000,21452.000000,227807500
2019-09-03,21438.000000,21497.000000,21311.000000,21399.000000,21399.000000,283939100
2019-09-04,21665.000000,21777.000000,21630.000000,21738.000000,21738.000000,408310000
2019-09-05,21853.000000,21955.000000,21796.000000,21955.000000,21955.000000,444458900
2019-09-06,21967.000000,22010.000000,21857.000000,21947.000000,21947.000000,396569400
2019-09-09,22008.000000,22041.000000,21935.000000,21990.000000,21990.000000,358176500
2019-09-10,21964.000000,21989.000000,21824.000000,21869.000000,21869.000000,465833900
2019-09-11,21994.000000,22033.000000,21796.000000,21892.000000,21892.000000,520578100
2019-09-12,21983.000000,22141.000000,21835.000000,22083.000000,22083.000000,576922200
2019-09-13,22127.000000,22230.000000,22076.000000,22181.000000,22181.000000,489149200
2019-09-16,22125.000000,22139.000000,21898.000000,21969.000000,21969.000000,433352100
2019-09-17,21964.000000,21989.000000,21783.000000,21802.000000,21802.000000,402607500
2019-09-18,21787.000000,22009.000000,21774.000000,21948.000000,21948.000000,323308900
2019-09-19,21965.000000,22160.000000,21930.000000,22128.000000,22128.000000,409468500
2019-09-20,22191.000000,22283.000000,22112.000000,22123.000000,22123.000000,639677700
2019-09-23,22088.000000,22111.000000,21831.000000,21900.000000,21900.000000,369579300
2019-09-24,21955.000000,21994.000000,21885.000000,21901.000000,21901.000000,329448400
2019-09-25,21796.000000,21806.000000,21492.000000,21788.000000,21788.000000,383403300
2019-09-26,21791.000000,22006.000000,21778.000000,21948.000000,21948.000000,322274800
2019-09-27,null,null,null,null,null,null
2019-09-30,22008.000000,22131.000000,21935.000000,22108.000000,22108.000000,331571400
2019-10-01,22185.000000,22294.000000,21928.000000,21928.000000,21928.000000,430463500
2019-10-02,21872.000000,21893.000000,21298.000000,21298.000000,21298.000000,552414200
2019-10-03,21302.000000,21457.000000,21127.000000,21312.000000,21312.000000,391603300
2019-10-04,21374.000000,21473.000000,21258.000000,21470.000000,21470.000000,411527400
2019-10-07,21442.000000,21652.000000,21379.000000,21652.000000,21652.000000,258014500
2019-10-08,21681.000000,21685.000000,21337.000000,21406.000000,21406.000000,320247200
2019-10-09,21414.000000,21649.000000,21366.000000,21534.000000,21534.000000,328849800
2019-10-10,21555.000000,21764.000000,21420.000000,21756.000000,21756.000000,414631200
2019-10-11,21838.000000,22165.000000,21776.000000,22165.000000,22165.000000,518465900
2019-10-14,22108.000000,22156.000000,21992.000000,22098.000000,22098.000000,294669400
2019-10-15,22244.000000,22399.000000,22168.000000,22365.000000,22365.000000,413132500
2019-10-16,22388.000000,22514.000000,22286.000000,22428.000000,22428.000000,495250600
2019-10-17,22380.000000,22663.000000,22373.000000,22376.000000,22376.000000,438017500
2019-10-18,22406.000000,22450.000000,22291.000000,22322.000000,22322.000000,397160800
2019-10-21,22347.000000,22501.000000,22344.000000,22478.000000,22478.000000,371778600
2019-10-22,22504.000000,22525.000000,22361.000000,22487.000000,22487.000000,343207300
2019-10-23,22377.000000,22441.000000,22284.000000,22351.000000,22351.000000,376068700
2019-10-24,22446.000000,22548.000000,22397.000000,22527.000000,22527.000000,406303700
2019-10-25,22554.000000,22609.000000,22466.000000,22609.000000,22609.000000,246328600
2019-10-28,22597.000000,22749.000000,22529.000000,22696.000000,22696.000000,272005000
2019-10-29,22703.000000,22748.000000,22615.000000,22681.000000,22681.000000,327253200
2019-10-30,22700.000000,22782.000000,22454.000000,22646.000000,22646.000000,440251100
2019-10-31,22659.000000,22783.000000,22584.000000,22694.000000,22694.000000,435498500
2019-11-01,22735.000000,22946.000000,22721.000000,22934.000000,22934.000000,289466200
2019-11-04,23041.000000,23349.000000,23027.000000,23311.000000,23311.000000,437875800
2019-11-05,23346.000000,23436.000000,23295.000000,23365.000000,23365.000000,486391800
2019-11-06,23375.000000,23415.000000,23309.000000,23373.000000,23373.000000,438771400
2019-11-07,23487.000000,23585.000000,23445.000000,23503.000000,23503.000000,499285200
2019-11-08,23478.000000,23562.000000,23354.000000,23534.000000,23534.000000,596251800
2019-11-11,23454.000000,23516.000000,23396.000000,23490.000000,23490.000000,369318400
2019-11-12,23555.000000,23828.000000,23548.000000,23782.000000,23782.000000,436422200
2019-11-13,23696.000000,23727.000000,23436.000000,23578.000000,23578.000000,399806100
2019-11-14,23576.000000,23641.000000,23480.000000,23481.000000,23481.000000,378029000
2019-11-15,23600.000000,23632.000000,23463.000000,23589.000000,23589.000000,337912500
2019-11-18,23572.000000,23615.000000,23350.000000,23464.000000,23464.000000,374167800
2019-11-19,23520.000000,23660.000000,23303.000000,23329.000000,23329.000000,374663800
2019-11-20,23221.000000,23384.000000,23150.000000,23352.000000,23352.000000,419633500
2019-11-21,23195.000000,23372.000000,23105.000000,23280.000000,23280.000000,477095700
2019-11-22,23325.000000,23462.000000,23255.000000,23260.000000,23260.000000,372915500
2019-11-25,23398.000000,23497.000000,23384.000000,23455.000000,23455.000000,297104600
2019-11-26,23476.000000,23570.000000,23359.000000,23547.000000,23547.000000,473714000
2019-11-27,23624.000000,23651.000000,23452.000000,23485.000000,23485.000000,332169700
2019-11-28,23401.000000,23481.000000,23270.000000,23342.000000,23342.000000,237624600
2019-11-29,23268.000000,23425.000000,23207.000000,23259.000000,23259.000000,265983000
2019-12-02,23298.000000,23403.000000,22698.000000,22729.000000,22729.000000,452945300
2019-12-03,22845.000000,22987.000000,22581.000000,22737.000000,22737.000000,367761300
2019-12-04,22737.000000,23036.000000,22733.000000,23034.000000,23034.000000,324496600
2019-12-05,23049.000000,23191.000000,22946.000000,22969.000000,22969.000000,298652300
2019-12-06,23055.000000,23220.000000,22940.000000,23183.000000,23183.000000,294138000
2019-12-09,23215.000000,23233.000000,22856.000000,22957.000000,22957.000000,302722800
2019-12-10,22936.000000,23141.000000,22790.000000,23123.000000,23123.000000,298165100
2019-12-11,23101.000000,23203.000000,23038.000000,23156.000000,23156.000000,283415000
2019-12-12,23229.000000,23488.000000,23161.000000,23391.000000,23391.000000,413347000
2019-12-13,23714.000000,23728.000000,23272.000000,23329.000000,23329.000000,478941300
2019-12-16,23436.000000,23550.000000,23388.000000,23525.000000,23525.000000,276509700
2019-12-17,23536.000000,23717.000000,23482.000000,23631.000000,23631.000000,343983200
2019-12-18,23646.000000,23738.000000,23627.000000,23629.000000,23629.000000,311229600
2019-12-19,23647.000000,23710.000000,23583.000000,23709.000000,23709.000000,374666200
2019-12-20,23842.000000,24004.000000,23837.000000,24004.000000,24004.000000,793556100
2019-12-23,23919.000000,23941.000000,23845.000000,23898.000000,23898.000000,229767000
2019-12-27,23868.000000,23899.000000,23732.000000,23758.000000,23758.000000,274188700
2019-12-30,23712.000000,23736.000000,23506.000000,23506.000000,23506.000000,212207400
2020-01-02,23607.000000,23862.000000,23572.000000,23836.000000,23836.000000,264537200
2020-01-03,23710.000000,23760.000000,23517.000000,23702.000000,23702.000000,325924900
2020-01-06,23566.000000,23608.000000,23265.000000,23581.000000,23581.000000,349155800
2020-01-07,23688.000000,23794.000000,23636.000000,23723.000000,23723.000000,306340300
2020-01-08,23551.000000,23893.000000,23481.000000,23832.000000,23832.000000,472506700
2020-01-09,23980.000000,24078.000000,23964.000000,24017.000000,24017.000000,430637300
2020-01-10,24061.000000,24147.000000,23966.000000,24021.000000,24021.000000,326014300
2020-01-13,24061.000000,24061.000000,23829.000000,23897.000000,23897.000000,340838600
2020-01-14,23932.000000,23948.000000,23706.000000,23928.000000,23928.000000,350706400
2020-01-15,23903.000000,23932.000000,23719.000000,23764.000000,23764.000000,341178900
2020-01-16,23862.000000,23961.000000,23760.000000,23940.000000,23940.000000,361875400
2020-01-17,24043.000000,24169.000000,24011.000000,24141.000000,24141.000000,319934800
2020-01-20,24033.000000,24085.000000,23973.000000,24002.000000,24002.000000,218203400
2020-01-21,23858.000000,23860.000000,23645.000000,23845.000000,23845.000000,332896600
2020-01-22,23888.000000,23907.000000,23680.000000,23706.000000,23706.000000,424389000
2020-01-23,23716.000000,23901.000000,23611.000000,23707.000000,23707.000000,379431100
2020-01-24,23848.000000,24083.000000,23848.000000,23969.000000,23969.000000,368587000
2020-01-27,23713.000000,23978.000000,23384.000000,23416.000000,23416.000000,506925600
2020-01-28,23545.000000,24028.000000,23429.000000,24028.000000,24028.000000,428294600
2020-01-29,24053.000000,24198.000000,23969.000000,24165.000000,24165.000000,356515300
2020-01-30,23892.000000,23983.000000,23688.000000,23781.000000,23781.000000,454729400
2020-01-31,23863.000000,23873.000000,23208.000000,23237.000000,23237.000000,557656600
2020-02-03,23297.000000,23466.000000,23219.000000,23460.000000,23460.000000,363184200
2020-02-04,23573.000000,23901.000000,23542.000000,23845.000000,23845.000000,479889400
2020-02-05,23816.000000,24270.000000,23746.000000,24237.000000,24237.000000,564241000
2020-02-06,24348.000000,24514.000000,24338.000000,24490.000000,24490.000000,531888100
2020-02-07,24465.000000,24523.000000,24372.000000,24478.000000,24478.000000,411437000
2020-02-10,24437.000000,24585.000000,24389.000000,24508.000000,24508.000000,297204400
2020-02-11,24617.000000,24763.000000,24534.000000,24689.000000,24689.000000,405685400
2020-02-12,24738.000000,24902.000000,24735.000000,24861.000000,24861.000000,462480100
2020-02-13,24769.000000,24892.000000,24588.000000,24892.000000,24892.000000,526068000
2020-02-14,24942.000000,24983.000000,24832.000000,24867.000000,24867.000000,341383900
2020-02-17,24962.000000,25121.000000,24903.000000,25121.000000,25121.000000,0
2020-02-18,24986.000000,25389.000000,24970.000000,25224.000000,25224.000000,737036300
2020-02-19,25353.000000,25483.000000,25272.000000,25478.000000,25478.000000,464703000
2020-02-20,25415.000000,25420.000000,25080.000000,25080.000000,25080.000000,445153900
2020-02-21,24979.000000,25130.000000,24670.000000,24773.000000,24773.000000,638705500
2020-02-24,23919.000000,24005.000000,23255.000000,23427.000000,23427.000000,977128300
2020-02-25,23586.000000,23630.000000,23046.000000,23090.000000,23090.000000,664950800
2020-02-26,22961.000000,23600.000000,22638.000000,23423.000000,23423.000000,737757000
2020-02-27,22969.000000,23078.000000,22480.000000,22799.000000,22799.000000,781145900
2020-02-28,22059.000000,22335.000000,21698.000000,21984.000000,21984.000000,1052025600
2020-03-02,22333.000000,22361.000000,21119.000000,21655.000000,21655.000000,924414500
2020-03-03,22116.000000,22340.000000,21651.000000,21748.000000,21748.000000,799970700
2020-03-04,21740.000000,22204.000000,21500.000000,21946.000000,21946.000000,724365300
2020-03-05,22012.000000,22035.000000,21362.000000,21555.000000,21555.000000,772854700
2020-03-06,20987.000000,21151.000000,20624.000000,20800.000000,20800.000000,864917500
2020-03-09,20781.000000,20781.000000,18346.000000,18476.000000,18476.000000,1272046600
2020-03-10,18654.000000,19175.000000,17772.000000,17870.000000,17870.000000,1096966400
2020-03-11,18172.000000,18410.000000,17675.000000,17929.000000,17929.000000,916163300
2020-03-12,17654.000000,17660.000000,14894.000000,14894.000000,14894.000000,1535614400
2020-03-13,15108.000000,17545.000000,15107.000000,15954.000000,15954.000000,1267823900
2020-03-16,15697.000000,15699.000000,14153.000000,14980.000000,14980.000000,1218842000
2020-03-17,15420.000000,15810.000000,14696.000000,15315.000000,15315.000000,1041111800
2020-03-18,14986.000000,15438.000000,14792.000000,15120.000000,15120.000000,796190300
2020-03-19,15417.000000,15844.000000,15038.000000,15467.000000,15467.000000,1016984600
2020-03-20,15773.000000,16180.000000,15617.000000,15732.000000,15732.000000,1222210600
2020-03-23,15318.000000,15789.000000,15092.000000,15560.000000,15560.000000,768024600
2020-03-24,15978.000000,16949.000000,15970.000000,16949.000000,16949.000000,847366000
2020-03-25,17247.000000,17830.000000,16582.000000,17244.000000,17244.000000,906278800
2020-03-26,16877.000000,17369.000000,16835.000000,17369.000000,17369.000000,712229600
2020-03-27,17039.000000,17283.000000,16667.000000,16823.000000,16823.000000,590902100
2020-03-30,16856.000000,16925.000000,16313.000000,16872.000000,16872.000000,551307000
2020-03-31,17097.000000,17292.000000,16695.000000,17051.000000,17051.000000,698055400
2020-04-01,16600.000000,16845.000000,16500.000000,16545.000000,16545.000000,515027400
2020-04-02,16660.000000,16878.000000,16414.000000,16834.000000,16834.000000,580523400
2020-04-03,16742.000000,16791.000000,16384.000000,16384.000000,16384.000000,547565400
2020-04-06,16769.000000,17054.000000,16765.000000,17039.000000,17039.000000,528126600
2020-04-07,17588.000000,17887.000000,17178.000000,17412.000000,17412.000000,679854300
2020-04-08,17212.000000,17406.000000,17196.000000,17381.000000,17381.000000,476312900
2020-04-09,17686.000000,17756.000000,17360.000000,17622.000000,17622.000000,553979400
2020-04-14,17822.000000,17831.000000,17507.000000,17558.000000,17558.000000,443873000
2020-04-15,17455.000000,17543.000000,16719.000000,16719.000000,16719.000000,536650700
2020-04-16,17003.000000,17161.000000,16730.000000,16768.000000,16768.000000,453153600
2020-04-17,17153.000000,17308.000000,16964.000000,17055.000000,17055.000000,469218300
2020-04-20,17144.000000,17155.000000,16786.000000,17064.000000,17064.000000,339570700
2020-04-21,16812.000000,16935.000000,16451.000000,16451.000000,16451.000000,401986500
2020-04-22,16615.000000,16770.000000,16555.000000,16765.000000,16765.000000,347495900
2020-04-23,16925.000000,17145.000000,16778.000000,17011.000000,17011.000000,392978300
2020-04-24,16640.000000,17155.000000,16640.000000,16859.000000,16859.000000,349284500
2020-04-27,17313.000000,17380.000000,17164.000000,17380.000000,17380.000000,307768100
2020-04-28,17428.000000,17941.000000,17413.000000,17677.000000,17677.000000,496793100
2020-04-29,17616.000000,18076.000000,17609.000000,18067.000000,18067.000000,477978500
2020-04-30,18209.000000,18303.000000,17655.000000,17690.000000,17690.000000,597318500
2020-05-04,17157.000000,17345.000000,17036.000000,17036.000000,17036.000000,430626400
2020-05-05,17289.000000,17390.000000,17082.000000,17387.000000,17387.000000,413815000
2020-05-06,17368.000000,17500.000000,17146.000000,17159.000000,17159.000000,330052900
2020-05-07,17256.000000,17363.000000,17094.000000,17245.000000,17245.000000,360975400
2020-05-08,17416.000000,17462.000000,17254.000000,17439.000000,17439.000000,242317800
2020-05-11,17602.000000,17678.000000,17307.000000,17381.000000,17381.000000,279808500
2020-05-12,17394.000000,17602.000000,17394.000000,17559.000000,17559.000000,323340100
2020-05-13,17354.000000,17427.000000,17183.000000,17183.000000,17183.000000,370538600
2020-05-14,17066.000000,17177.000000,16551.000000,16868.000000,16868.000000,435987200
2020-05-15,17055.000000,17124.000000,16792.000000,16852.000000,16852.000000,350474400
2020-05-18,16998.000000,17446.000000,16953.000000,17401.000000,17401.000000,409926900
2020-05-19,17579.000000,17613.000000,16929.000000,17035.000000,17035.000000,837116200
2020-05-20,16990.000000,17248.000000,16674.000000,17213.000000,17213.000000,802296700
2020-05-21,16987.000000,17284.000000,16950.000000,17087.000000,17087.000000,468260800
2020-05-22,16905.000000,17386.000000,16820.000000,17316.000000,17316.000000,488722400
2020-05-25,17451.000000,17596.000000,17304.000000,17596.000000,17596.000000,275240000
2020-05-26,17796.000000,17894.000000,17697.000000,17860.000000,17860.000000,565674900
2020-05-27,17861.000000,18228.000000,17737.000000,17910.000000,17910.000000,796359100
2020-05-28,18081.000000,18414.000000,18046.000000,18351.000000,18351.000000,616898400
2020-05-29,18193.000000,18391.000000,18149.000000,18198.000000,18198.000000,731191700
2020-06-01,18437.000000,18531.000000,18237.000000,18524.000000,18524.000000,459197200
2020-06-02,18676.000000,19053.000000,18569.000000,18971.000000,18971.000000,612512800
2020-06-03,19204.000000,19642.000000,19171.000000,19642.000000,19642.000000,828030700
2020-06-04,19520.000000,19849.000000,19391.000000,19634.000000,19634.000000,814390200
2020-06-05,19904.000000,20198.000000,19869.000000,20188.000000,20188.000000,925086600
2020-06-08,20133.000000,20399.000000,20050.000000,20231.000000,20231.000000,773230400
2020-06-09,20243.000000,20274.000000,19678.000000,19930.000000,19930.000000,779956200
2020-06-10,20096.000000,20181.000000,19694.000000,19758.000000,19758.000000,703770700
2020-06-11,19222.000000,19353.000000,18807.000000,18807.000000,18807.000000,789867400
2020-06-12,18573.000000,19169.000000,18553.000000,18888.000000,18888.000000,610202600
2020-06-15,18303.000000,19065.000000,18303.000000,18969.000000,18969.000000,483442500
2020-06-16,19383.000000,19874.000000,19297.000000,19626.000000,19626.000000,786184600
2020-06-17,19670.000000,19876.000000,19487.000000,19586.000000,19586.000000,575170300
2020-06-18,19562.000000,19815.000000,19332.000000,19486.000000,19486.000000,495706400
2020-06-19,19601.000000,19741.000000,19572.000000,19619.000000,19619.000000,934839800
2020-06-22,19402.000000,19685.000000,19311.000000,19479.000000,19479.000000,421857500
2020-06-23,19626.000000,19885.000000,19551.000000,19842.000000,19842.000000,523455200
2020-06-24,19778.000000,19907.000000,19163.000000,19163.000000,19163.000000,511785200
2020-06-25,19101.000000,19319.000000,18878.000000,19235.000000,19235.000000,491616700
2020-06-26,19442.000000,19549.000000,19124.000000,19124.000000,19124.000000,366134900
2020-06-29,19159.000000,19541.000000,19113.000000,19447.000000,19447.000000,358186700
2020-06-30,19517.000000,19540.000000,19223.000000,19376.000000,19376.000000,414866900
2020-07-01,19452.000000,19455.000000,19013.000000,19331.000000,19331.000000,361833800
2020-07-02,19531.000000,19975.000000,19482.000000,19887.000000,19887.000000,495115800
2020-07-03,19941.000000,19969.000000,19632.000000,19727.000000,19727.000000,289547200
2020-07-06,20121.000000,20223.000000,19928.000000,20032.000000,20032.000000,443634500
2020-07-07,19938.000000,20066.000000,19845.000000,20013.000000,20013.000000,352024500
2020-07-08,19914.000000,20101.000000,19848.000000,19900.000000,19900.000000,327081800
2020-07-09,19993.000000,20008.000000,19502.000000,19506.000000,19506.000000,324855600
2020-07-10,19395.000000,19770.000000,19395.000000,19768.000000,19768.000000,299117400
2020-07-13,20063.000000,20067.000000,19735.000000,20003.000000,20003.000000,449146200
2020-07-14,19799.000000,19900.000000,19677.000000,19880.000000,19880.000000,425475000
2020-07-15,20046.000000,20361.000000,19982.000000,20281.000000,20281.000000,507289700
2020-07-16,20207.000000,20389.000000,20179.000000,20356.000000,20356.000000,483034300
2020-07-17,20414.000000,20427.000000,20264.000000,20419.000000,20419.000000,399015800
2020-07-20,20327.000000,20679.000000,20217.000000,20621.000000,20621.000000,448609300
2020-07-21,20899.000000,21133.000000,20703.000000,20723.000000,20723.000000,642358800
2020-07-22,20689.000000,20797.000000,20509.000000,20599.000000,20599.000000,400283900
2020-07-23,20664.000000,20689.000000,20363.000000,20454.000000,20454.000000,372189300
2020-07-24,20155.000000,20241.000000,19960.000000,20075.000000,20075.000000,378518300
2020-07-27,20034.000000,20163.000000,19914.000000,20020.000000,20020.000000,358176700
2020-07-28,20022.000000,20120.000000,19698.000000,19903.000000,19903.000000,335491900
2020-07-29,19895.000000,19973.000000,19719.000000,19881.000000,19881.000000,359277100
2020-07-30,19926.000000,19976.000000,19116.000000,19228.000000,19228.000000,545919800
2020-07-31,19342.000000,19532.000000,19086.000000,19092.000000,19092.000000,454759400
2020-08-03,19137.000000,19402.000000,18949.000000,19380.000000,19380.000000,411205200
2020-08-04,19532.000000,19658.000000,19377.000000,19614.000000,19614.000000,566864900
2020-08-05,19766.000000,19896.000000,19642.000000,19740.000000,19740.000000,544154400
2020-08-06,19702.000000,19834.000000,19353.000000,19475.000000,19475.000000,642423100
2020-08-07,19429.000000,19564.000000,19251.000000,19516.000000,19516.000000,349794600
2020-08-10,19570.000000,19668.000000,19454.000000,19652.000000,19652.000000,251844900
2020-08-11,19850.000000,20294.000000,19850.000000,20209.000000,20209.000000,486632200
2020-08-12,20172.000000,20463.000000,20151.000000,20437.000000,20437.000000,372877300
2020-08-13,20383.000000,20472.000000,20257.000000,20257.000000,20257.000000,314363800
2020-08-14,20159.000000,20185.000000,19821.000000,20028.000000,20028.000000,296289800
2020-08-17,20101.000000,20123.000000,19853.000000,19950.000000,19950.000000,246143300
2020-08-18,19845.000000,20159.000000,19723.000000,19846.000000,19846.000000,255470500
2020-08-19,19833.000000,20055.000000,19734.000000,20055.000000,20055.000000,221316800
2020-08-20,19827.000000,19921.000000,19719.000000,19767.000000,19767.000000,264922400
2020-08-21,19846.000000,19868.000000,19480.000000,19695.000000,19695.000000,300533200
2020-08-24,19908.000000,20130.000000,19887.000000,20113.000000,20113.000000,304828800
2020-08-25,20256.000000,20368.000000,20030.000000,20030.000000,20030.000000,327848800
2020-08-26,19971.000000,20137.000000,19928.000000,20137.000000,20137.000000,336048100
2020-08-27,20131.000000,20133.000000,19847.000000,19847.000000,19847.000000,479171100
2020-08-28,19953.000000,19992.000000,19687.000000,19841.000000,19841.000000,475736200
2020-08-31,19972.000000,20081.000000,19616.000000,19634.000000,19634.000000,411640300
2020-09-01,19776.000000,19871.000000,19435.000000,19595.000000,19595.000000,429280800
2020-09-02,19713.000000,20036.000000,19672.000000,19858.000000,19858.000000,375861100
2020-09-03,20009.000000,20141.000000,19462.000000,19551.000000,19551.000000,460398600
2020-09-04,19466.000000,19781.000000,19255.000000,19391.000000,19391.000000,470672600
2020-09-07,19530.000000,19757.000000,19480.000000,19738.000000,19738.000000,309461500
2020-09-08,19808.000000,19817.000000,19202.000000,19380.000000,19380.000000,431597700
2020-09-09,19365.000000,19792.000000,19364.000000,19771.000000,19771.000000,378273400
2020-09-10,19786.000000,19971.000000,19692.000000,19820.000000,19820.000000,462606700
2020-09-11,19790.000000,19876.000000,19698.000000,19821.000000,19821.000000,357726000
2020-09-14,19943.000000,19968.000000,19725.000000,19794.000000,19794.000000,270291800
2020-09-15,19831.000000,20043.000000,19718.000000,19957.000000,19957.000000,337754900
2020-09-16,19982.000000,20033.000000,19803.000000,19964.000000,19964.000000,338233900
2020-09-17,19646.000000,19811.000000,19630.000000,19740.000000,19740.000000,444680400
2020-09-18,19685.000000,19790.000000,19510.000000,19525.000000,19525.000000,714073700
2020-09-21,19408.000000,19440.000000,18778.000000,18793.000000,18793.000000,575956100
2020-09-22,18945.000000,19081.000000,18803.000000,18896.000000,18896.000000,384961300
2020-09-23,19080.000000,19232.000000,18930.000000,18930.000000,18930.000000,359846900
2020-09-24,18653.000000,19102.000000,18621.000000,18907.000000,18907.000000,413000800
2020-09-25,18936.000000,18938.000000,18546.000000,18698.000000,18698.000000,404244200
2020-09-28,18953.000000,19173.000000,18903.000000,19160.000000,19160.000000,385654500
2020-09-29,19132.000000,19222.000000,18996.000000,19061.000000,19061.000000,290185600
2020-09-30,18886.000000,19146.000000,18873.000000,19015.000000,19015.000000,343267400
